Video_ID,Username,Tanggal,Komentar
9-poYwCZxDQ,@mariaagista2937,2025-10-29T03:20:15Z,Liat vid ini sambil pake ip 17pro 😅
9-poYwCZxDQ,@NovaYudhaA,2025-10-29T02:03:46Z,jadi tau bisa fitur anti tema aplikasi jadi transparan wkwkwkwkwkw
9-poYwCZxDQ,@YusRizal-k9d,2025-10-28T20:39:10Z,"Pajak 9 juta, itu pajak loh. Mending kasih ke orang yang kurang mampu"
9-poYwCZxDQ,@neurozuno,2025-10-28T16:49:39Z,wokwowk iya lagi dipakein case tertutup malah jadi POCO 🤣
9-poYwCZxDQ,@desykumala.n3869,2025-10-28T11:36:35Z,Di jual gk sii habis di review
9-poYwCZxDQ,@suparmanyogyakarta,2025-10-28T10:37:35Z,Yogyakarta Indonesia hadir
9-poYwCZxDQ,@rendyachmadsyukur,2025-10-28T05:55:45Z,Mantap bang David
9-poYwCZxDQ,@Cinta-pr6io,2025-10-28T01:07:15Z,Iphone selalu ketinggalan jaman soal tekhnologi setelah Android😂
9-poYwCZxDQ,@dediirawan1599,2025-10-27T19:12:39Z,Hp Orang Bergaya Hidup Mewah Ini..
9-poYwCZxDQ,@aditrafalgar3253,2025-10-27T14:54:39Z,Udah sampai iphone 17 aja bentuknya masih ngebosenin 😅cuman beda warna doang
9-poYwCZxDQ,@CP9FFF,2025-10-26T15:31:36Z,13:30 iphone 15 PM juga bisa
9-poYwCZxDQ,@DoniArbani,2025-10-26T14:36:41Z,salpok sama merek nya momok
9-poYwCZxDQ,@Ramonaiverson222,2025-10-26T13:28:36Z,Hmm ternyata ip 14+ ku tidak begitu buruk wkkwwkwkwk
9-poYwCZxDQ,@MasyhudButon,2025-10-26T13:19:33Z,ekspresinya kayak nyesal gitu beli i Phone 17 Pro
9-poYwCZxDQ,@fitriripayanti8355,2025-10-26T12:50:08Z,Aku juga
9-poYwCZxDQ,@-RifkyChannel-,2025-10-26T11:12:19Z,ijo miskin😂
9-poYwCZxDQ,@adhigunanugraha-b9i9j,2025-10-26T10:29:08Z,blm ada review full nya bang
9-poYwCZxDQ,@greenlandfamily-m5g,2025-10-26T07:12:15Z,"20:38 aku tau nyindir siapa Timothy 👉🏻🫩🤕
David ✋🏻😊👉🏻🤣🫢"
9-poYwCZxDQ,@kampungdurianruntuh2600,2025-10-26T05:06:01Z,Kalau cari pengakuan iPhone 17 pro/max warna oranye memang terbaik
9-poYwCZxDQ,@saldijanuar21,2025-10-26T03:19:59Z,koplok ijo miskin😅😅😅
9-poYwCZxDQ,@fionaelkhansa6510,2025-10-26T03:08:39Z,ip 16 pro / 17 base ya
9-poYwCZxDQ,@ttrisamuel,2025-10-26T02:10:04Z,Jadi flash back duluuuu 2007 punya sony Ericsson walkman warna orens 🫶🏼🥹
9-poYwCZxDQ,@fitrihandayani2307,2025-10-26T01:49:23Z,"Mau nanyaaa buat yang pernah pake iPhone dan Samsung seri flagship, mendingan mana sih?😭"
9-poYwCZxDQ,@maya_anggraini8656,2025-10-25T16:42:26Z,Belum tayang bang riviewny?
9-poYwCZxDQ,@Sidney7919,2025-10-25T15:53:45Z,Bukannya yang ijo Sage perasaan itu iphone 16
9-poYwCZxDQ,@budieratmawan3329,2025-10-25T12:55:55Z,"Dua varian:
17 Polos (thai green tea)
17 Pro Max (thai tea)"
9-poYwCZxDQ,@jokobodo4696,2025-10-25T07:41:14Z,bacanya koq sa ge??? baca seij lah
9-poYwCZxDQ,@riskanurlaelani2147,2025-10-25T04:55:51Z,Banyak duit si abanggg
9-poYwCZxDQ,@Mobi_1961,2025-10-24T18:42:51Z,nyimak
9-poYwCZxDQ,@longlife1126,2025-10-24T17:51:03Z,"Di lihat dari belakang, Kok jadi inget nokia n8 Symbian"
9-poYwCZxDQ,@elanadiatnr331,2025-10-24T17:36:19Z,3:05 hijau missqueen g tuh 😂😂
9-poYwCZxDQ,@FarisLukman-zl7iz,2025-10-24T15:49:39Z,"Di tempat gua.. Yang pake iphon kebanyakan pegawai yang gajinya di bawah umr .. Klw pengusaha dan pembisnis yang udh punya mobil dan rumah mereka pake hp samsung dan ovvo,.. Gua iseng tanya kenapa gak beli iphone kan udh mampu.. Jawabanya tujuan mereka cari duit di dunia nyata bukan pamer hp yg setiap tahun, berlomba lomba ganti ke iphone terbaru.. 😂"
9-poYwCZxDQ,@FarisLukman-zl7iz,2025-10-24T15:43:25Z,"Iphone udh ke 17 aja ni. 
Perasaan gak ada perubahan besar dari tahun ke tahun.. Tpi harga bekasnya anjlok"
9-poYwCZxDQ,@rezwaazrililhamsiregar1253,2025-10-24T10:54:53Z,"PILIH YANG SERIES GENAP, Series Ganjil emang selalu cobaan, Iphone 12, 14, 16, Jangan ke 17 nanti kalau pengen upgrade ke Iphone 18"
9-poYwCZxDQ,@wahyurifai-f6f9k,2025-10-24T06:09:49Z,"nonton dulu aja, gatau belinya kapan"
9-poYwCZxDQ,@ferryrisettoz5698,2025-10-24T04:03:18Z,"cuma mas david yg transfaran dalam menyampaikan fakta.
tengok in aja dulu vt nya , krn aku masih nganggur dan cm pake Realme 6 .
mau beli , belum ada duit soalnya"
9-poYwCZxDQ,@MagdalenaSihombing-t3x,2025-10-24T03:01:58Z,Samsung S25 ultra : terbahak bahak😅
9-poYwCZxDQ,@emmaae457,2025-10-24T02:39:14Z,Herannya tetep laris
9-poYwCZxDQ,@inkdesign7,2025-10-23T13:19:06Z,"Kesan sy sih, biasa aja 😅"
9-poYwCZxDQ,@MisbahBoysaputra,2025-10-23T12:31:13Z,S̤a̤l̤a̤m̤ k̤e̤n̤a̤l̤ b̤a̤n̤g̤.̤.̤d̤a̤v̤i̤d̤ g̤a̤n̤t̤e̤n̤g̤
9-poYwCZxDQ,@MellaMorgen,2025-10-23T12:08:11Z,AI nya kenapa ga smooth ya .. heran hiks muka menyong2 semua :(
9-poYwCZxDQ,@RajfiSkuy6,2025-10-23T11:49:38Z,Review yg resminya jg bang david
9-poYwCZxDQ,@asepbayupratama8913,2025-10-23T09:30:17Z,Kayaknya harus bertiga atau lebih orangnya koh david biar auto rotate
9-poYwCZxDQ,@sarilestari3213,2025-10-23T00:32:10Z,jd kesimpulannya bagusan 17 atau 16 pro nih ka???
9-poYwCZxDQ,@Raaraaay,2025-10-22T20:41:05Z,UPDATE pemakaian IP 17 nya dong bang selama beberapa minggu gimanaaa
9-poYwCZxDQ,@belladwiamalia925,2025-10-22T14:44:46Z,Jadi kesimpulannya mending 16 pro apa 17 pro ya bang
9-poYwCZxDQ,@Bellatrix-cho,2025-10-22T12:28:30Z,"Riview Apple Iphone Air dong,  desainnya bagus, pengen tau spesifikasi nya."
9-poYwCZxDQ,@irmamariam2541,2025-10-22T11:58:27Z,"Iphone klu gak cepat inovasi...bisa senasib seperti Nokia...,itu hanya bom waktu"
9-poYwCZxDQ,@d_rger2058,2025-10-22T04:19:15Z,"Aslinya iphone itu bisa banget lo bikin kamera yang langsung bagus bgt, tpi sama mereka di komersilkan dengan tipe tipenya, saya analogikan kamera pada iphone 11 harusnya bisa aj langsung bagus seperti iphone 17 tpi mereka simpan kemajuan tsb dan di terapkan pada iphone 17 spy bisa dimonopoli"
9-poYwCZxDQ,@indynaqilah2156,2025-10-22T03:51:08Z,"Tolong sarannya🙏🏻 iphone sy 13 pro. Bagus ganti ke iphone 17pro atau google pixel 10 pro. Pemakaian biasa gak main game, tapi lebih focus ke photo krn suka traveling"
9-poYwCZxDQ,@fathonahannisa8292,2025-10-22T02:39:33Z,Pertanyaannya mending stay di 16plus 128 atau upgrade ke 17basic 256 nih?
9-poYwCZxDQ,@cowboyy20,2025-10-22T01:22:28Z,reviewnya kapan bang?
9-poYwCZxDQ,@UdangPresto-v9h,2025-10-22T00:48:25Z,"Sebagai user iphone, model seri 17 pro/promax kurang banget. Model 17 basic sama Air masih bisa diterima lah desainnya."
9-poYwCZxDQ,@rizkanaufalianzahra1171,2025-10-21T23:23:23Z,Kalo iphone itu lbh bagus series ganjil apa genap guys?
9-poYwCZxDQ,@FajriGacor-y5z3m,2025-10-21T22:18:24Z,16 pro❤❤❤❤❤❤❤
9-poYwCZxDQ,@arhun310,2025-10-21T16:47:27Z,Mnurt sy bentuk 17 pro dari blkang terkesan kurg wow..malah nampak  jadul..nampak dri muka bang david kecewa dgn prodak baru ini😂
9-poYwCZxDQ,@maulanaikya8062,2025-10-21T14:10:20Z,I phone 17 pro edisi bitcoin
9-poYwCZxDQ,@lastuanabisyaiin,2025-10-21T11:17:55Z,Xiaomi 17 pro max kpn bg?
9-poYwCZxDQ,@faturrohman9314,2025-10-21T10:44:38Z,"udh sebulan bang, kapan upload repiwnya?"
9-poYwCZxDQ,@Andi-veint,2025-10-21T00:19:42Z,nonton review iphone 17 pro pakai hp vivo tapi yg muncul iklannya samsung galaxy 😢
9-poYwCZxDQ,@Chibimaru2604,2025-10-20T22:56:39Z,"iOS 26 update an sampah, ganggu koneksi mau update karna masalah koneksi jadi puyeng 7 keliling"
9-poYwCZxDQ,@nikodemusb,2025-10-20T14:19:03Z,"Bang david, saran dong travel adaptpr yang bagus dan aman untuk iPhone 17? Dan berapa watt. Trimksh."
9-poYwCZxDQ,@imulyadi2443,2025-10-20T14:08:24Z,Bang.. Sudah 1 bulan video ini? Ga buat review nya kah?
9-poYwCZxDQ,@sapimae3486,2025-10-20T13:40:45Z,"Hijau miskin? b oung seprei pung wrn ijo kek tu handpone harga Rp.105.000,- mahal ko murah? seprei miskin ko kaya? 😂 br dengar ini istilah dr ini konten e... ""hijau miskin"" br gbr tembok org pu rumah le... 😭💔"
9-poYwCZxDQ,@tauruscell,2025-10-20T13:22:10Z,"Bukannya gak mampu beli ip 17, soalnya tanggung baru minggu kemaren saya beli infinix hot 60i 😢"
9-poYwCZxDQ,@DarkSoul076,2025-10-20T10:49:20Z,Jumlah yang kamu bayar kalau tukar duit Malaysia jumlah harga setiap iPhone campur pajak dekat RM9000..Mahal Oo 😂
9-poYwCZxDQ,@ALi_MuFiD_M2Chip,2025-10-20T08:50:52Z,6:03 21jt an 2.0 USB nya 😌😌🤭
9-poYwCZxDQ,@ALi_MuFiD_M2Chip,2025-10-20T05:44:04Z,Sebulan 3jt view 😌 90% kaum bawah juga pasti. Yang kebelet beli iPhone yang BELUM kesampaian. iPhone 17 series tuh worth to buy sih di akhir tahun 2030
9-poYwCZxDQ,@16sxfi44,2025-10-19T19:20:39Z,Jadi kalo soal kamera masi bagusan 16pro max kah guys?
9-poYwCZxDQ,@muhammadihsan7143,2025-10-19T14:29:00Z,BENER DONG
9-poYwCZxDQ,@gadiprmdy1754,2025-10-19T13:55:36Z,Mnurut gw kok iphone 17 basic lebih elegan daripada iphone 17 pro/max ya
9-poYwCZxDQ,@Tamstamaaa,2025-10-19T13:10:40Z,Pajaknya 9jt? Wadidaw negeri konoha sanga sejahtera ya 😂
9-poYwCZxDQ,@aansetiawan9959,2025-10-19T08:48:27Z,"Nonton aja dulu, belinya bisa kapan kapan"
9-poYwCZxDQ,@Mikaneko_17,2025-10-19T07:47:41Z,"Pajak ,pajak dan pajak 😮"
9-poYwCZxDQ,@sofiyanti1406,2025-10-19T06:31:43Z,Bang. Kapan Xiaomi 17 prp max
9-poYwCZxDQ,@raygasanjaya01,2025-10-19T05:20:35Z,Bungkus snack saya juga warna oren😂 24:49
9-poYwCZxDQ,@Isnowek,2025-10-19T01:52:26Z,Dari awal Baru skrg ku geli liat model iPhone terbaru ini
9-poYwCZxDQ,@KaryawanBermotor,2025-10-18T15:30:58Z,gila ya kang pajak… gimana gak cepet kaya bea cukai
9-poYwCZxDQ,@satriasatwikaanantha,2025-10-18T15:08:54Z,25:03 wkwkwk bangke 😂
9-poYwCZxDQ,@tato5102,2025-10-18T13:45:00Z,Wah ternyata masih lebih ok 16 ya… zoomnya memang menang ip 17 tapi 16 got the detail dan cantik…
9-poYwCZxDQ,@aw.family777,2025-10-18T13:32:38Z,belakangnya gak ada premiumnya - keliatan plastik dan murahan di bagian buble cameranya..sangat di sayangkan sih.
9-poYwCZxDQ,@reytheheroraw,2025-10-18T11:20:18Z,"Setelah lihat konten ini, kemudian buka web2 vendor seller resmi, komparasi sana sini, kalo ada budget, sekalian beli pro, atau gk basic. Jangan yang Air wkwkwkwkwkwk sumpah jangan."
9-poYwCZxDQ,@Rian_PW,2025-10-18T11:18:49Z,fix kamera lebih bagus 16 ketimbang 17
9-poYwCZxDQ,@SUPINGAN,2025-10-18T11:08:11Z,Harganya berapa ingin tahu saya
9-poYwCZxDQ,@bangkhalicah3949,2025-10-18T10:17:48Z,Lebih Adam sih kamera 17..
9-poYwCZxDQ,@bangkhalicah3949,2025-10-18T10:10:23Z,Warnanya gak bgitu bgus trllu mencolok.. bgus warna putih silver atu blue..
9-poYwCZxDQ,@komangdeni170,2025-10-18T09:04:34Z,Banyak yg bilang warna orange itu nglupas dia warna nya jadi ilang katanya
9-poYwCZxDQ,@cahngapakk,2025-10-18T04:47:06Z,Seperti nya ini poco versi pro😂😂
9-poYwCZxDQ,@azkaputrinuraina8067,2025-10-18T04:25:29Z,"Banggg, bagi 1 bangg pliss😢"
9-poYwCZxDQ,@rienaamelia3926,2025-10-18T02:48:40Z,Setelah melihat desain 17 pro aku makin mantabkan hati utk tetap memakai 16 proku 😅😅
9-poYwCZxDQ,@zulfarjan653,2025-10-18T02:47:38Z,jdi nyesell beli yg 16 basee
9-poYwCZxDQ,@rifawahyu10,2025-10-18T00:12:09Z,Mending 17 basic apa 16 pro ya ? Soalnya selisih dikit. Tolong jawab yaaa galau nii 😭😭😭😭
9-poYwCZxDQ,@dyosnj-bh8vz,2025-10-17T23:16:48Z,Rencana mau upgrade dari 7 plus ke 17 basic
9-poYwCZxDQ,@metodiusjuanw7696,2025-10-17T15:43:44Z,itu jamnya juga warna ijo
9-poYwCZxDQ,@WinantoDani,2025-10-17T14:36:48Z,Sudah ip68/69?
9-poYwCZxDQ,@rasyid125,2025-10-17T14:24:25Z,Makin kesini makin parah ya
9-poYwCZxDQ,@HABIBTANTOWI-nr4oq,2025-10-17T13:36:57Z,Bagusam model ipone 15 sampai 16
9-poYwCZxDQ,@anjingtanah1885,2025-10-17T12:19:25Z,Ada yg sama ga si? Makin kesini makin ga fomo beli iphone terbaru?
9-poYwCZxDQ,@ErniMukdori,2025-10-17T11:01:28Z,"Warna orange 🍊🍊 di sini di panjang sepanjang jalan.
Krn warna tong sampah 😅😅 
Mau bli yg 17 tpi pengen max pro tpi juga bingung g suka gede bngt yg 17 pro max"
9-poYwCZxDQ,@alfinosaurus,2025-10-17T10:54:40Z,ijo sage keinget gw dari pixel 5 kalo ga salah
9-poYwCZxDQ,@dianayu1846,2025-10-17T03:03:14Z,Kao mau upgrade dari iphone 16pro ke 17pro worth it gak yah?
9-poYwCZxDQ,@rahmatkamal7685,2025-10-17T00:11:03Z,bang saran saya buat hasil foto sunset/matahari pas mau terbenam juga dihasil foto❤😅
9-poYwCZxDQ,@bejoowterjalbejoowterjal185,2025-10-17T00:07:43Z,"Di singapore hari ini , 17 pro 256=$1750 512=$2050 1tb =$2350"
9-poYwCZxDQ,@4grarichh,2025-10-16T17:02:37Z,Kamera mantepan 16 pro maxx😂😂
9-poYwCZxDQ,@Rezabilly-m1n,2025-10-16T14:34:29Z,Bismillah semoga bisa beli iPhone biar bisa coba rasain make hp mahal🤲
9-poYwCZxDQ,@adekruswandi4889,2025-10-16T14:17:44Z,udah sih bang tinggal bilang warnanya norak...ahahahaha jgn nanggung2
9-poYwCZxDQ,@tamharputra9044,2025-10-16T12:42:27Z,"apa skip?? nonton David Gadget In skip ga bgt buat gue yg ada kadang gue track back 😭🤣 
klu di suruh pilih gue pulih yg biasa soalnya pro max mah android bgt desain nya ngapain 🤣🤣🤣"
9-poYwCZxDQ,@HomeEarth2025,2025-10-16T12:40:11Z,Terlalu bertele2... Cape nonton nya 😂
9-poYwCZxDQ,@Radenngelalu,2025-10-16T09:58:43Z,Unboxing xiaomi 17 pro dan promax abangku🙏🙏🙏
9-poYwCZxDQ,@girbaaan,2025-10-16T05:00:57Z,"Salfok sama Dyson nya bang, kaya Collab sama Marvel soalnya warna nya Thanos banget"
9-poYwCZxDQ,@denmaseka,2025-10-15T14:41:45Z,😂trus kpn obain xiaomi 17 pro max bang lbh keren
9-poYwCZxDQ,@vloggerterhitz4797,2025-10-15T06:11:57Z,"pengen si punya iphone buat ambil dokumentasi kerja di wisata alam, tapi apalah daya gaji umr hehe bantu doa ya sahabat"
9-poYwCZxDQ,@PutriMpi,2025-10-15T06:01:24Z,Fold 7 lah juwaraaa 😍🥳🤍
9-poYwCZxDQ,@adityaprabowo72,2025-10-15T02:28:07Z,lebih suka yg based model
9-poYwCZxDQ,@DeniIsma-m4z,2025-10-14T15:55:45Z,studio ponsel store
9-poYwCZxDQ,@Rizalhartono5658,2025-10-14T14:08:04Z,Gw yg nabung pengen punya IP 11 aja nggak kesampaian aja😢
9-poYwCZxDQ,@siskaaleminaginting1538,2025-10-14T11:23:23Z,Suara cempreng review ga jelas
9-poYwCZxDQ,@ScorpionSwiftie,2025-10-14T05:30:52Z,"Mirip albumnya Taylor swift koh, The life of a Showgirl 🧡"
9-poYwCZxDQ,@YaalaAbrisam,2025-10-13T22:07:03Z,29:00 mungkin ini karena zoom nya cropan dari wide cameranya bang
9-poYwCZxDQ,@dodddfrrr,2025-10-13T19:00:38Z,"jujur ga suka model 17 pro,, aneh banget,, wkwkwk
mending 16 pro or 17 aja sihhh"
9-poYwCZxDQ,@harisk2190,2025-10-13T18:53:49Z,Bagus
9-poYwCZxDQ,@dyasCh.,2025-10-13T12:36:15Z,"Bang David, coba bandingin iPhone 17 sama iPhone 16 pro bang..."
9-poYwCZxDQ,@altariervan,2025-10-13T10:31:49Z,Thanks infonya bang. Apple udh berubah sejak jobs mangkat. Saatnya beralih ke S Ultra gk sih 🙂
9-poYwCZxDQ,@Novia1989-x6v,2025-10-13T01:50:03Z,Aq jatuh pada 17 pro max biru tua  tp mendingan dr pada warna oranye tp masih kurang puas sm warna nya pengen ungu
9-poYwCZxDQ,@Walkingwithly,2025-10-13T01:41:55Z,Harusnya satu lg beli iphone Air bang mau liat ih
9-poYwCZxDQ,@cieprutndaslanky,2025-10-12T20:09:55Z,Alhamdulillah sudah kebeli.
9-poYwCZxDQ,@aidilputra4972,2025-10-12T18:31:49Z,"Terserah mau di katain kaum mendang mending, tp jujur design IP 17 DAN 17 AIR bnr² kocak menurut ku,. Dan aku paling suka design IP camera boba dan layar poni nya , sekalipun menutupi layar tp aku paling suka ketimbang android yg bulet atau punchole"
9-poYwCZxDQ,@ryuga07gaming,2025-10-12T16:04:39Z,Setelah iphone 17 brand sebelah bakal ngeluarin S26
9-poYwCZxDQ,@muhammadalaidinsyah,2025-10-12T15:39:46Z,"Ada yg mau beli 15 base model gua gak? Blue 128gb BH 94%. Baru dipake 6 bulan, plus garansi  qoala 2 tahun sepaket sama pembeliannya waktu itu. Masih full box, ambil stiker2 nya sekalian kan susah noh skrg udah gaada stiker lagi. Di 9,8jt net. Kalo kata ci mehong mah yg mau2 aja."
9-poYwCZxDQ,@Pauzi125,2025-10-12T15:08:56Z,Saya pengguna 16 pro max desainnya masih bagus tapi kalau 17 letak kameranya makin ngawur😂😂
9-poYwCZxDQ,@antonioant0n67,2025-10-12T12:30:17Z,kalau menurut saya 16 pro lebih unggul dari kameranya dibanding 17 pro..
9-poYwCZxDQ,@neta-f4w,2025-10-12T07:06:38Z,Wah iphone 17 pro max buat adik saya itu hehe
9-poYwCZxDQ,@stroberryy,2025-10-12T05:18:23Z,Bagusan yg dari china apa amerika bang
9-poYwCZxDQ,@MutiaraUti-j4r,2025-10-12T04:52:35Z,25:04 ke poco
9-poYwCZxDQ,@MahendraSuteja,2025-10-11T17:37:19Z,Vid kira2 hp lo apa ya ?
9-poYwCZxDQ,@M.AlfinoPandu-l9j,2025-10-11T14:20:04Z,Bang unboxing hp Infinix smart 10 bang
9-poYwCZxDQ,@alimalco,2025-10-11T12:46:06Z,Malah jadi jelek design camerax  mirip Poco sich
9-poYwCZxDQ,@fitri_lee,2025-10-11T12:44:54Z,silahkan diperdebatkan wkwkwk
9-poYwCZxDQ,@alimalco,2025-10-11T12:36:19Z,17 pro /max model camera beda dari sblm2x.
9-poYwCZxDQ,@crispandosaragih,2025-10-11T10:48:19Z,"klo negara Indonesia ini di bagi beberapa negara GK usah bnyak ,cukup 3 negara aja pasti rakyat sejahtera"
9-poYwCZxDQ,@Biru_official13,2025-10-11T09:22:16Z,"Tabmelnya harus mendefinisikan riview dong bro kalau menurut gue 👍😎 

Jangan tubmel Clickbait aja 😭"
9-poYwCZxDQ,@xiao-m1b,2025-10-11T04:21:13Z,Hp yang di agung agung kan netizen Konoha
9-poYwCZxDQ,@HadiGear29Fox,2025-10-11T00:10:34Z,bentukan hape nya udah kayak android. JELEK
9-poYwCZxDQ,@Kusnadianak-rantau,2025-10-10T14:23:58Z,Tetep 16 sih
9-poYwCZxDQ,@WatiDarma-d6f,2025-10-10T13:59:31Z,Lama2 iphone design nya kyk hp china
9-poYwCZxDQ,@aksa66,2025-10-10T11:55:36Z,"jadi mending 16 pro atau 17 base model guys? bingung bjir, harganya gak jauh beda juga"
9-poYwCZxDQ,@alonalavidi,2025-10-10T08:12:01Z,"Bang, bandingin 17 basic sama 16 pro dong. Aku bingung ini, mending yang mana. Makasih."
9-poYwCZxDQ,@AAKAMEWAANSKIMASJAI,2025-10-10T03:42:55Z,Masih nyaman sama seri sebelumnya karena lebih kalem simple elegan dan fitur gak kalah telak 😂😂😂😂
9-poYwCZxDQ,@bergiatlban7594,2025-10-10T02:19:26Z,"BG,sekali sekali bikin dong intronya biar estetik aj,massa intronya AI GUYS DAVID DISINI,bosan banget dengernya"
9-poYwCZxDQ,@adechanel0267,2025-10-09T16:09:44Z,ka coba review xiomi 17 pro dan pro max
9-poYwCZxDQ,@IndraRamadan-nf1fu,2025-10-09T16:06:09Z,bazelnya bahas bang dari keduanya
9-poYwCZxDQ,@Detrisnaa,2025-10-09T16:02:17Z,Suatu saat pasti tenggelam
9-poYwCZxDQ,@nicoboy1743,2025-10-09T15:06:54Z,Kamera lebih oke 16 ternyata
9-poYwCZxDQ,@BahamutNo.1,2025-10-09T09:47:57Z,Xiaomi 17promax bang tolong di review 😅
9-poYwCZxDQ,@warofnet5469,2025-10-09T06:47:40Z,bang dapit tinggal dimana kok dikit dikit di palak (eh di pajak)
9-poYwCZxDQ,@maee1,2025-10-08T23:06:35Z,"saya suka suka aja, terlihat lebih keren 17promax dibanding ip 16"
9-poYwCZxDQ,@mariaf2087,2025-10-08T20:50:32Z,"Designya aneh yg pro ga estetik ga kelihatan luxury sama sekali
Beli hp poco aja lah 😂
Samsung dan android lain msh menang klo design"
9-poYwCZxDQ,@desirosdianasari,2025-10-08T18:26:24Z,Makin sini makin yakin kalo hp dengan kamera kecil2 itu udh paling nyaman. Menurutku. Aku ttp setia dng oppo reno 2f. Sesuai kebutuhan sih. Sosmedan aja udh cukup nih hp sm foto2in bocil
9-poYwCZxDQ,@rusticmac,2025-10-08T16:46:22Z,Review tesla pi phone bang
9-poYwCZxDQ,@STLE889,2025-10-08T15:06:37Z,"Thank you gadgetin... Makin yakin beli yg 16 aja, harga udah turun, kamera gw anggep lebih bagus (selera)"
9-poYwCZxDQ,@pasetyoplafonbajaringan7395,2025-10-08T14:44:33Z,Belum mampu...kalo dipaksain bisa sih..tapi mentingin buat investasi dulu😂karena profesiku kuli bangunan
9-poYwCZxDQ,@YutaWatanabe-p9r,2025-10-08T13:05:00Z,"Buat Fanboy denial yang dulu ngekeuh Iphone base gk butuh 120 Hz, tolong jangan beli Iphone base seri 17 ke atas ya kalian. Nikmati aja 60 Hz kalian itu, kan kalian bilang katanya gk butuh itu 😂. Iphone 17 series ke atas cuma buat Fanboy waras dan user lainnya. Awas kemakan ludah sendiri. 😂😂😂"
9-poYwCZxDQ,@justiceIens,2025-10-08T05:05:52Z,Beli ip15 basic skrng worth it ga ya ?
9-poYwCZxDQ,@KristianjaauDwiatma,2025-10-08T02:40:09Z,Mas kapan ngonten hp oneplus 15 sand dunes.
9-poYwCZxDQ,@ruparupachannel8929,2025-10-07T18:35:07Z,"Tim nonton ajah😅

Saya bertahan di ip 15 base model,,cos perdana ni ip pertama saya dalam hidup ni,,
Semoga awet❤"
9-poYwCZxDQ,@ajicips3233,2025-10-07T18:28:49Z,Ke inget Nokia N8 gw dlu warna oren 😢...
9-poYwCZxDQ,@AbanChenel,2025-10-07T11:54:15Z,Masih pengguna 7 plus hadir
9-poYwCZxDQ,@alhafzhhh,2025-10-07T11:31:14Z,buat series ipon paling worthit setelah ip 17 keluar bang
9-poYwCZxDQ,@jokosulistyanto5574,2025-10-07T09:56:23Z,"Somai 17 promag mana nih 
Katanya aipon killer"
9-poYwCZxDQ,@irmanuraini9686,2025-10-07T06:06:02Z,"gapernah skip iklan , nungguin rekomendasi hp akhir tahun atau buat lebaran nanti😊"
9-poYwCZxDQ,@Story_Nalika,2025-10-07T04:21:41Z,Menunggu review Tesla Pi phone
9-poYwCZxDQ,@GachaOfficialll,2025-10-07T02:23:37Z,"bang, emang bener Tesla mau adain smart phone?"
9-poYwCZxDQ,@Marko_william,2025-10-07T01:39:21Z,Yang paling ku suka dari update iphone 17 reguler itu yang dari 60hz ke 120hz
9-poYwCZxDQ,@Marko_william,2025-10-07T01:37:34Z,Bang menurut mu iphone cocoknya di bandingkan sama hp apa? samsung S ultra kah?
9-poYwCZxDQ,@customcasindo6620,2025-10-06T23:31:36Z,Sementara itu Android udah melesat ke 144Hz 🤣
9-poYwCZxDQ,@MRHHH12,2025-10-06T20:37:11Z,"jujur bimbang banget mau beli ip 17 biasa atau 17 pm, soalnya mau sekali sekali upgrade ke ip, bosen banget pake samsung"
9-poYwCZxDQ,@dwiriyadhi,2025-10-06T18:13:13Z,review xiaomi 17 pro bang
9-poYwCZxDQ,@wahyudian1146,2025-10-06T17:14:28Z,yg 17 pro desainya kyak hp 2 jutaan mlah bagusan desain 16 pro
9-poYwCZxDQ,@Riady03,2025-10-06T16:43:53Z,munkin biar mirip toko oren tau kan apa .??
9-poYwCZxDQ,@Pepadaan.Entertaiment,2025-10-06T13:13:24Z,Mamtap
9-poYwCZxDQ,@terenarazor3241,2025-10-06T12:18:21Z,"JANGAN BELI PRODUK DI STUDIO PONSEL, SOALNYA KALO BARANG MASALAH MEREKA LEPAS TANGAN. Kronologinya saya beli Ipad pro di tanggal 28 september , di tanggal 5 oktober hari minggu hp kena death pixel, saya komplain lah ke pihak penjual kalau ipad saya kena death pixel, apakah bisa di garansi atau engga soalnya mrk menyediakan garansi toko 7 hari, nah pas hp saya rusak di hari ke 7 harusnya bisa dong claim garansi toko tpi saya ngajukan claimnya pas di hari minggu pas pelayannya tutup. singkat cerita baru dibales lah di hari senin tanggal 6 oktober, pihak toko menolak claim garansi toko karena udh lewat 8 hari dari tangga 28 pas barang sampai, udh begitu cara bicaranya muter muter g ada solusi sama sekali yang ujung ujungnya disuruh claim garansi apple ya sama aja bohong ngapain saya harus chat panjang lebar kalo ujung ujungnya g bisa, di chat juga cuman read centang biru"
